2020-10-08 Thursday 22:40:37 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:37 $(filename)s : INFO  * Restarting with stat
2020-10-08 Thursday 22:40:38 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:38 $(filename)s : WARNING  * Debugger is active!
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Debugger PIN: 187-904-191
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (1, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÎÖÏí¿Æ¼¼ÓÐÏÞ¹«Ë¾±±¾©·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (953, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.3Íò/ÔÂ', 'ÉîÛÚ-±¦°²Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-18·¢²¼'), 'Ôª´óÊý¾Ý·þÎñ£¨ÉîÛÚ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (954, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-18·¢²¼'), 'ÉîÛÚ×ÏÑ¶ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (955, ('python½²Ê¦', '8-10Íò/Äê', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', '', ''), 'ºþÄÏÌ¶ÖÝ½ÌÓýVIP½ÌÑ§·þÎñÖÐÐÄ')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (956, ('¸ß¼¶PythonÅÀ³æ¹¤³ÌÊ¦£¨Insight£©', '1-2Íò/ÔÂ', 'º¼ÖÝ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), '¹ÛÀ½ÍøÂç(º¼ÖÝ)ÓÐÏÞ¹«Ë¾--¶¡ÏãÔ°')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (957, ('¸ß¼¶¿ª·¢¹¤³ÌÊ¦£¨c++/Python£©', '18-25Íò/Äê', 'Îäºº', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), 'ÎäººÓ­·ç¾ÛÖÇ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (958, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Îäºº-ºéÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), 'ÎäººÊÐÈý²Ø¿Æ¼¼ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (959, ('PythonºóÌ¨¿ª·¢¹¤³ÌÊ¦-2021½ìÐ£ÕÐ(000876) (Ö°Î»±àºÅ£ºyyxx000876)', '0.7-1.2Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', 'ÎÞÐè¾­Ñé', 'ÕÐÈô¸ÉÈË', '09-18·¢²¼', ''), 'º£ÄÏÔªÓÎÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾¹ãÖÝ·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (960, ('Python¿ª·¢¹¤³ÌÊ¦G00090', '1.2-1.8Íò/ÔÂ', 'º¼ÖÝ', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), 'º¼ÖÝË¹¿­ÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (961, ('Python¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'º¼ÖÝ', '2Äê¾­Ñé', '±¾¿Æ', '', ''), '¹óÖÝÏèÃ÷¿Æ¼¼ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (962, ('pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'º¼ÖÝ', '2Äê¾­Ñé', '±¾¿Æ', '', ''), 'ÉîÛÚÇ°º£ÖÐÖÇÈË¹¤ÖÇÄÜÍ¶×ÊÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (963, ('Python¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'Äþ²¨', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-18·¢²¼'), 'Õã½­·¿Ç¢Ç¢ÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (964, ('Python±à³Ì½ÌÑÐ×¨Ô±', '1.5-2Íò/ÔÂ', 'ÉÏº£-ÑîÆÖÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), 'Æ½°²ºÃÑ§')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (965, ('PythonÈí¼þ¹¤³ÌÊ¦', '0.9-1.5Íò/ÔÂ', 'º¼ÖÝ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), 'Õã½­°¬ÂÞÍøÂçÄÜÔ´¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (966, ('Áª°îÑ§Ï°Ëã·¨¹¤³ÌÊ¦/Python¸ß¼¶¹¤³ÌÊ¦', '1-1.8Íò/ÔÂ', 'ÉÏº£-ºç¿ÚÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-18·¢²¼'), '¹ãÖÝ¹âµãÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (967, ('Python Developer - Python ¿ª·¢', '1-1.5Íò/ÔÂ', 'ÉÏº£-¾²°²Çø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-18·¢²¼'), 'ÉÏº£¶¦¿¥Èí¼þ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (968, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.6-1.8Íò/ÔÂ', 'ÉÏº£-¾²°²Çø', '2Äê¾­Ñé', '´ó×¨', '', ''), 'ÉÏº£ÍþµÀË¼Èí¼þ¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (969, ('Python¸ß¼¶½²Ê¦', '1-2Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-17·¢²¼'), 'ÉÏº£ÉÐÑ§ÌÃÖÇÄÜ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (970, ('', '', '', '', '', '', ''), '')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (971, ('ÁùÏÕ¼±ÕÐpythonÈí¼þ¹¤³ÌÊ¦', '0.7-1.5Íò/ÔÂ', '³¤É³-ÌìÐÄÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ3ÈË', '09-17·¢²¼'), '±±¾©ÕýéÖº½¿Õ·þÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (972, ('Python Web Programmer ³ÌÐòÔ±', '1-2.5Íò/ÔÂ', '³¤É³-ÌìÐÄÇø', '2Äê¾­Ñé', '´ó×¨', '', ''), '½ðÇÇÍ¶×Ê¹ËÎÊ£¨ÉîÛÚ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (973, ('¸ß¼¶Pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', '±±¾©-º£µíÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-17·¢²¼'), '±±¾©±±Áú³¬¼¶ÔÆ¼ÆËãÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (974, ('ÅÀ³æ¿ª·¢¹¤³ÌÊ¦£¨Java»òPython£©', '6-9Ç§/ÔÂ', '±±¾©-º£µíÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-17·¢²¼'), '±±¾©¿ÉÀ¼µÂÍøÂç¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (975, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', 'ÉÏº£-ÑîÆÖÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-17·¢²¼'), 'ÉÏº£ÄªÄÜ³¼ÖÇÄÜ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (976, ('Python/PHP¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '·ðÉ½-Ë³µÂÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-16·¢²¼'), '¹ãÖÝ»Û´ÏÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾Ë³µÂ·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (977, ('Python ¹¤³ÌÊ¦', '0.9-1.3Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-16·¢²¼'), '¹ãÖÝÐþÌ©ÐÅÏ¢¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (978, ('ÐÅÏ¢»¯¹¤³ÌÊ¦£¨Java/PythonÈí¼þ£©', '4.5-6Ç§/ÔÂ', 'ÎÞÎý-ÎÞÎýÐÂÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-16·¢²¼'), '¿­ÃÀ¿­¿Æ¼¼£¨ÎÞÎý£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (979, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-16·¢²¼'), 'ÉîÛÚ»ªÖÆÖÇÄÜÖÆÔì¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (980, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÉîÛÚ-±¦°²Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-16·¢²¼'), 'ÉîÛÚÊÐÎï²¨¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (981, ('Python¿ª·¢¹¤³ÌÊ¦', '6-7Ç§/ÔÂ', 'Îäºº', 'ÔÚÐ£Éú/Ó¦½ìÉú', '±¾¿Æ', 'ÕÐ5ÈË', '09-15·¢²¼'), '¿µ²©¼ÎÐÅÏ¢¿Æ¼¼£¨±±¾©£©¹É·ÝÓÐÏÞ¹«Ë¾Îäºº·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (982, ('ÏßÉÏPython±à³ÌÀÏÊ¦', '6-8Ç§/ÔÂ', 'Ö£ÖÝ-½ðË®Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-15·¢²¼'), '¿¨°ÍKabba£¨Ö£ÖÝ£©ÇàÉÙÄê½ÌÓý')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (983, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-15·¢²¼'), 'ÖÇ¸ßµãÖªÊ¶²úÈ¨¼¯ÍÅÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (984, ('python/nodejs/java²âÊÔ¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '1Äê¾­Ñé', '±¾¿Æ', '', ''), '±±¾©²©î£ºêÔ¶Êý¾Ý¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (985, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÉîÛÚ-¸£ÌïÇø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-15·¢²¼'), 'ÉîÛÚ»ªÔÆÐÅÏ¢ÏµÍ³ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (986, ('Python¼¼Êõ¿ª·¢', '0.8-1Íò/ÔÂ', 'ÄÏ¾©-½­ÄþÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-15·¢²¼'), '½­ËÕÃÉÌØËóÀûÆ·ÅÆ¹ÜÀíÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (987, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', 'ÎÞÎý', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-15·¢²¼'), '¹þ¹¤´ó»úÆ÷ÈË¼¯ÍÅ£¨ÎÞÎý£©¿Æ´´»ùµØÑÐ¾¿Ôº')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (988, ('Python¿ª·¢¹¤³ÌÊ¦(ÖÐµç»ª¶û£©', '1-2Íò/ÔÂ', 'º¼ÖÝ-¹°ÊûÇø', '´ó×¨', 'ÕÐ3ÈË', '09-15·¢²¼', ''), 'ÉÏº£ÖÐµçµç×ÓÏµÍ³¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (989, ('Python¿ª·¢¹¤³ÌÊ¦ (¼±ÕÐ£©', '0.8-1.6Íò/ÔÂ', 'ÉîÛÚ', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-15·¢²¼'), 'Éý»Ô¹¤ÒÕ£¨ÉîÛÚ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (990, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'ÉîÛÚ', '2Äê¾­Ñé', '´ó×¨', '', ''), 'ÉÏº£Õ×ºÀÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (991, ('pythonÅÀ³æ¹¤³ÌÊ¦', '1-1.8Íò/ÔÂ', 'ÉîÛÚ', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-15·¢²¼'), 'ÉîÛÚÊÐÐÜ¹ºµ½¼Òµç×ÓÉÌÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (992, ('Python²âÊÔ¹¤³ÌÊ¦', '1.6-2.4Íò/ÔÂ', 'ÉîÛÚ', '2Äê¾­Ñé', '´ó×¨', '', ''), 'HCL Technologies (Shanghai) Limited')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (993, ('Èí¼þ¿ª·¢¸Ú(Python)', '', 'ÉîÛÚ-¸£ÌïÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-14·¢²¼'), 'ÖÐÒÆÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (994, ('Python¿ª·¢¹¤³ÌÊ¦', '5-8Ç§/ÔÂ', 'ËÕÖÝ-¸ßÐÂÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-14·¢²¼'), 'ËÕÖÝÅÉÎ¬Ë¹ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (995, ('¼±Æ¸Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '0.7-1.2Íò/ÔÂ', 'À¥Ã÷', '´ó×¨', 'ÕÐ2ÈË', '09-14·¢²¼', ''), 'À¥Ã÷ÐÅÏ¢¸Û´«Ã½ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (996, ('python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'Îäºº-Îä²ýÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-14·¢²¼'), 'ÉîÛÚ²©ÎÖÖÇ»Û¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (997, ('Python ¿ª·¢¹¤³ÌÊ¦', '0.7-1.2Íò/ÔÂ', 'ÖØÇì', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-14·¢²¼'), 'ÖØÇì¾æÀ¤ÐÂÄÜÔ´¿ª·¢ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (998, ('¸ß¼¶½²Ê¦£¨±à³ÌPython\\C++£©', '0.7-1.3Íò/ÔÂ', 'ÖØÇì', '2Äê¾­Ñé', '´ó×¨', '', ''), 'º¼ÖÝÍ¯ÀÖÂë¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (999, ('Python ¿ª·¢¹¤³ÌÊ¦', '', 'Îäºº-Îäºº¾­¼Ã¿ª·¢Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-14·¢²¼'), 'ÎäººÄ³´óÐÍ³µÆó')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO 127.0.0.1 - - [08/Oct/2020 22:41:08] "[37mGET / HTTP/1.1[0m" 200 -
2020-10-08 Thursday 23:54:56 $(filename)s : INFO this is a message
2020-10-08 Thursday 23:54:56 $(filename)s : INFO  * Restarting with stat
2020-10-08 Thursday 23:54:57 $(filename)s : INFO this is a message
2020-10-08 Thursday 23:54:57 $(filename)s : WARNING  * Debugger is active!
2020-10-08 Thursday 23:54:57 $(filename)s : INFO  * Debugger PIN: 187-904-191
2020-10-08 Thursday 23:54:57 $(filename)s : INFO  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (1, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÎÖÏí¿Æ¼¼ÓÐÏÞ¹«Ë¾±±¾©·Ö¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (2, ('Pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', 'Öéº£-ÏãÖÞÇø', '3-4Äê¾­Ñé', 'ÕÐ2ÈË', '10-08·¢²¼', ''), 'Öéº£éøÓòÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (3, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '¹ãÖÝ-·¬Ø®Çø', '3-4Äê¾­Ñé', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼', ''), '±¦¶à¶àµç×ÓÉÌÎñ£¨¹ã¶«£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (4, ('Python webºó¶Ë¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', '¹ãÖÝ-·¬Ø®Çø', '3-4Äê¾­Ñé', 'ÕÐÈô¸ÉÈË', '', ''), 'Ì©ÐÇ´ï£¨±±¾©£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (5, ('python¿ª·¢¹¤³ÌÊ¦', '', 'ÄÏ¾©', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼', ''), 'ÄÏ¾©ÖÐÐÂÈü¿Ë¿Æ¼¼ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (6, ('(¼±Æ¸) pythonÅÀ³æ¿ª·¢¹¤³ÌÊ¦', '4.5-6Ç§/ÔÂ', '³¤É³-ÌìÐÄÇø', 'ÎÞÐè¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), 'Ö®ÃÀ¼¯ÍÅ')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (7, ('Èí¼þ¹¤³ÌÊ¦£¨QT/C++/Python)', '1-2Íò/ÔÂ', 'ÉîÛÚ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), '³É¶¼ÊÐÓ¥ÅµÊµÒµÓÐÏÞ¹«Ë¾ÉîÛÚ·Ö¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (8, ('Python½²Ê¦8k-12k', '0.8-1.5Íò/ÔÂ', '³¤É³-ÔÀÂ´Çø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), 'ºþÄÏµÞ·²½ÌÓý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (9, ('Python¿ª·¢¹¤³ÌÊ¦£¨´óÊý¾Ý·½Ïò£©', '1.5-2.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐ·á³²¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (10, ('pythonÅÀ³æ¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Îäºº', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐ²Æ¸»Ç÷ÊÆ¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾ÎäººÑÐ·¢ÖÐÐÄ')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (11, ('Pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦ (Ö°Î»±àºÅ£º¶«ºþ¸ßÐÂÇø)', '0.8-1Íò/ÔÂ', 'Îäºº', '±¾¿Æ', 'ÕÐ8ÈË', '10-08·¢²¼', ''), 'ÎäººÐ¡¹û¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (12, ('python¿ª·¢¹¤³ÌÊ¦ (Ö°Î»±àºÅ£º195)', '6-8Ç§/ÔÂ', 'Äþ²¨', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼', ''), 'Äþ²¨³©ÏëÈí¼þ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (13, ('Python¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÄ¦°ÝÃ³Ò×ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (14, ('PythonÓÎÏ·ÑÐ·¢ÊµÏ°', '3-4.5Ç§/ÔÂ', '³É¶¼-ÎäºîÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ3ÈË', '10-08·¢²¼'), 'Î÷°²¼ªÏé¹ûÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (15, ('python¿ª·¢¹¤³ÌÊ¦', '4.5-8Ç§/ÔÂ', 'ÎÂÖÝ', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), 'Õã½­¾«Í¨×Ô¶¯¿ØÖÆ¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (16, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '6-9Ç§/ÔÂ', 'Î÷°²-¸ßÐÂ¼¼Êõ²úÒµ¿ª·¢Çø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ5ÈË', '10-08·¢²¼'), 'Î÷°²ÉîË¼ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (17, ('ÉÙ¶ù±à³Ì½²Ê¦£¨scratch/python/c++£©', '0.8-1.6Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), '¹ãÖÝÑ§Âë½ÌÓý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (18, ('Python¿ª·¢¹¤³ÌÊ¦(J10659)', '', 'ÉÏº£', 'Ë¶Ê¿', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼', ''), 'ÉÏº£»ª²âµ¼º½¼¼Êõ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (19, ('°²È«ÑÐ·¢¹¤³ÌÊ¦£¨Python·½Ïò£©£¨ÖÐ¹úµçÐÅ×ÛºÏÆ½Ì¨¿ª·¢ÔËÓªÖÐÐÄ£© (Ö°Î»±àºÅ£º20200807-2210)', '', '¹ãÖÝ', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼', ''), '×ÛºÏÆ½Ì¨¿ª·¢ÔËÓªÖÐÐÄ')
2020-10-08 Thursday 23:55:07 $(filename)s : INFO (20, ('Python¿ª·¢ÊµÏ°Éú', '3-5Ç§/ÔÂ', 'Îäºº-ºéÉ½Çø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÎäººÔÆÖÞÊ±´úÉÌÃ³ÓÐÏÞ¹«Ë¾')
